Date,Entry_Time,Exit_Time,Direction,Level_Name,Level_Price,Entry_Price,Exit_Price,Result,PnL
2025-09-08,13:39:00,13:40:00,LONG,OR5_HIGH,23821,23807.5,23803.0,STRUCTURAL_TRAILING_EXIT,-9.0
2025-09-08,13:48:00,13:59:00,LONG,OR5_HIGH,23821,23817.0,23853.25,STRUCTURAL_TRAILING_EXIT,72.5
2025-09-08,14:02:00,14:10:00,LONG,OR5_HIGH,23821,23831.0,23854.0,STRUCTURAL_TRAILING_EXIT,46.0
2025-09-09,13:05:00,13:07:00,LONG,3M_VAH,23817.5,23807.75,23804.5,STRUCTURAL_TRAILING_EXIT,-6.5
2025-09-09,13:36:00,13:47:00,LONG,OR5_MID,23840.375,23835.75,23834.5,STRUCTURAL_TRAILING_EXIT,-2.5
2025-09-09,13:51:00,13:52:00,LONG,3M_VAH,23817.5,23819.25,23809.25,STRUCTURAL_TRAILING_EXIT,-20.0
2025-09-10,13:37:00,13:38:00,LONG,CAM_R4,23958,23953.5,23943.25,STRUCTURAL_TRAILING_EXIT,-20.5
2025-09-10,13:38:00,13:43:00,LONG,CAM_R4,23958,23943.25,23921.75,STRUCTURAL_TRAILING_EXIT,-43.0
2025-09-10,13:43:00,13:46:00,LONG,CAM_R3,23912.75,23921.75,23922.0,STRUCTURAL_TRAILING_EXIT,0.5
2025-09-11,13:37:00,13:40:00,LONG,PD_OR_MID,23966.125,23951.25,23935.0,STRUCTURAL_TRAILING_EXIT,-32.5
2025-09-11,13:40:00,13:42:00,LONG,CAM_R3,23933.5,23935.0,23923.25,STRUCTURAL_TRAILING_EXIT,-23.5
2025-09-11,13:42:00,13:43:00,LONG,IB_LOW,23909.75,23923.25,23914.75,STRUCTURAL_TRAILING_EXIT,-17.0
2025-09-12,13:36:00,13:37:00,LONG,OR5_LOW,24026.25,24021.5,24018.0,STRUCTURAL_TRAILING_EXIT,-7.0
2025-09-12,13:37:00,13:39:00,LONG,OR5_LOW,24026.25,24018.0,24007.0,STRUCTURAL_TRAILING_EXIT,-22.0
2025-09-12,13:39:00,13:49:00,LONG,IB_LOW,24001.5,24007.0,24023.0,STRUCTURAL_TRAILING_EXIT,32.0
2025-09-17,14:46:00,14:51:00,LONG,WR2,24431.5,24417.0,24412.25,STRUCTURAL_TRAILING_EXIT,-9.5
2025-09-17,18:33:00,18:40:00,LONG,PD_HIGH,24355.75,24362.75,24324.75,STRUCTURAL_TRAILING_EXIT,-76.0
2025-09-17,18:40:00,18:43:00,LONG,PD_VAH,24310.75,24324.75,24313.25,STRUCTURAL_TRAILING_EXIT,-23.0
2025-09-18,13:39:00,13:40:00,LONG,FLOOR_R3,24662.5,24676.25,24668.25,STRUCTURAL_TRAILING_EXIT,-16.0
2025-09-18,13:40:00,13:41:00,LONG,FLOOR_R3,24662.5,24668.25,24642.5,STRUCTURAL_TRAILING_EXIT,-51.5
2025-09-18,13:55:00,14:12:00,LONG,FLOOR_R3,24662.5,24660.75,24745.75,STRUCTURAL_TRAILING_EXIT,170.0
2025-09-29,19:16:00,19:30:00,LONG,FLOOR_R3,24777.25,24788.5,24808.25,STRUCTURAL_TRAILING_EXIT,39.5
2025-09-30,13:55:00,14:06:00,LONG,MR2,24732.25,24734.0,24783.0,STRUCTURAL_TRAILING_EXIT,98.0
2025-10-01,18:03:00,18:21:00,LONG,PD_LOW,24980,24982.0,25012.5,STRUCTURAL_TRAILING_EXIT,61.0
2025-10-01,20:00:00,20:01:00,LONG,PD_VAL,25000,25011.75,24998.5,STRUCTURAL_TRAILING_EXIT,-26.5
2025-10-01,20:01:00,20:09:00,LONG,PD_VAL,25000,24998.5,24995.0,STRUCTURAL_TRAILING_EXIT,-7.0
2025-10-02,13:35:00,13:37:00,LONG,CAM_S4,25108.75,25117.0,25114.25,STRUCTURAL_TRAILING_EXIT,-5.5
2025-10-02,13:38:00,13:39:00,LONG,FLOOR_S1,25080.25,25093.5,25083.75,STRUCTURAL_TRAILING_EXIT,-19.5
2025-10-02,13:39:00,13:41:00,LONG,FLOOR_S1,25080.25,25083.75,25059.5,STRUCTURAL_TRAILING_EXIT,-48.5
2025-10-03,13:42:00,13:55:00,LONG,FLOOR_S3,25118,25124.5,25137.5,STRUCTURAL_TRAILING_EXIT,26.0
2025-10-03,13:56:00,13:57:00,LONG,FLOOR_S3,25118,25122.25,25107.5,STRUCTURAL_TRAILING_EXIT,-29.5
2025-10-03,15:41:00,15:59:00,LONG,FLOOR_S3,25118,25114.0,25143.5,STRUCTURAL_TRAILING_EXIT,59.0
2025-10-06,13:40:00,13:44:00,LONG,PD_LOW,25176.25,25163.25,25126.5,STRUCTURAL_TRAILING_EXIT,-73.5
2025-10-06,13:44:00,13:49:00,LONG,CAM_S4,25113.25,25126.5,25159.75,STRUCTURAL_TRAILING_EXIT,66.5
2025-10-06,13:51:00,14:02:00,LONG,FLOOR_S1,25142.25,25148.5,25142.25,STRUCTURAL_TRAILING_EXIT,-12.5
2025-10-07,13:43:00,13:46:00,LONG,WEEKLY_OPEN,25253.25,25245.0,25234.25,STRUCTURAL_TRAILING_EXIT,-21.5
2025-10-07,14:04:00,14:14:00,LONG,PM_HIGH,25225.25,25225.0,25244.75,STRUCTURAL_TRAILING_EXIT,39.5
2025-10-07,14:28:00,14:36:00,LONG,PM_HIGH,25225.25,25211.0,25203.5,STRUCTURAL_TRAILING_EXIT,-15.0
2025-10-08,14:23:00,14:36:00,LONG,CAM_S3,25200.5,25195.75,25200.75,STRUCTURAL_TRAILING_EXIT,10.0
2025-10-08,14:36:00,14:43:00,LONG,CAM_S3,25200.5,25200.75,25203.0,STRUCTURAL_TRAILING_EXIT,4.5
2025-10-08,15:27:00,15:29:00,LONG,CAM_S1,25250.75,25240.75,25237.75,STRUCTURAL_TRAILING_EXIT,-6.0
2025-10-09,13:41:00,13:42:00,LONG,PW_VAH,25288.25,25291.25,25273.25,STRUCTURAL_TRAILING_EXIT,-36.0
2025-10-09,13:42:00,13:43:00,LONG,PW_VAH,25288.25,25273.25,25266.25,STRUCTURAL_TRAILING_EXIT,-14.0
2025-10-09,13:46:00,13:52:00,LONG,FLOOR_S2,25252.5,25262.75,25282.0,STRUCTURAL_TRAILING_EXIT,38.5
2025-10-10,13:41:00,13:50:00,LONG,FLOOR_S2,25352.25,25363.5,25355.0,STRUCTURAL_TRAILING_EXIT,-17.0
2025-10-10,13:50:00,13:51:00,LONG,FLOOR_S2,25352.25,25355.0,25340.75,STRUCTURAL_TRAILING_EXIT,-28.5
2025-10-10,13:51:00,13:52:00,LONG,FLOOR_S2,25352.25,25340.75,25328.5,STRUCTURAL_TRAILING_EXIT,-24.5
2025-10-13,13:36:00,13:42:00,LONG,CAM_R1,24720,24729.75,24731.75,STRUCTURAL_TRAILING_EXIT,4.0
2025-10-13,13:42:00,13:46:00,LONG,CAM_R1,24720,24731.75,24783.5,STRUCTURAL_TRAILING_EXIT,103.5
2025-10-13,13:49:00,13:55:00,LONG,CAM_R2,24812,24811.0,24841.0,STRUCTURAL_TRAILING_EXIT,60.0
2025-10-14,15:39:00,15:40:00,LONG,ONL,24745,24748.0,24714.0,STRUCTURAL_TRAILING_EXIT,-68.0
2025-10-14,16:57:00,17:00:00,LONG,FLOOR_S2,24889.5,24894.25,24892.25,STRUCTURAL_TRAILING_EXIT,-4.0
2025-10-14,19:41:00,19:42:00,LONG,FLOOR_S3,24803.75,24799.25,24755.75,STRUCTURAL_TRAILING_EXIT,-87.0
2025-10-15,13:35:00,13:39:00,LONG,WPP,24961,24961.0,24950.25,STRUCTURAL_TRAILING_EXIT,-21.5
2025-10-15,13:39:00,13:44:00,LONG,WPP,24961,24950.25,24939.75,STRUCTURAL_TRAILING_EXIT,-21.0
2025-10-15,13:44:00,13:48:00,LONG,FLOOR_PIVOT,24950.25,24939.75,24926.25,STRUCTURAL_TRAILING_EXIT,-27.0
2025-10-16,13:36:00,13:37:00,LONG,PW_VAL,25068.5,25075.5,25065.25,STRUCTURAL_TRAILING_EXIT,-20.5
2025-10-16,13:37:00,13:40:00,LONG,PW_VAL,25068.5,25065.25,25060.25,STRUCTURAL_TRAILING_EXIT,-10.0
2025-10-16,13:41:00,13:48:00,LONG,CAM_S3,25028.5,25040.5,25066.5,STRUCTURAL_TRAILING_EXIT,52.0
2025-10-17,13:39:00,13:40:00,LONG,CAM_S4,24766.5,24757.75,24735.75,STRUCTURAL_TRAILING_EXIT,-44.0
2025-10-17,13:57:00,14:03:00,SHORT,PD_LOW,24883.5,24885.75,24855.5,STRUCTURAL_TRAILING_EXIT,60.5
2025-10-17,14:08:00,14:10:00,LONG,FLOOR_S1,24823.25,24831.5,24820.25,STRUCTURAL_TRAILING_EXIT,-22.5
2025-10-20,14:16:00,14:18:00,LONG,PM_HIGH,25225.25,25227.75,25218.0,STRUCTURAL_TRAILING_EXIT,-19.5
2025-10-20,14:18:00,14:35:00,LONG,PM_HIGH,25225.25,25218.0,25270.75,STRUCTURAL_TRAILING_EXIT,105.5
2025-10-20,15:01:00,15:06:00,LONG,5D_OR_MID,25309,25304.5,25304.0,STRUCTURAL_TRAILING_EXIT,-1.0
2025-10-21,13:43:00,13:46:00,LONG,FLOOR_S3,25233.5,25246.5,25238.0,STRUCTURAL_TRAILING_EXIT,-17.0
2025-10-21,13:49:00,13:55:00,LONG,FLOOR_S3,25233.5,25226.0,25253.5,STRUCTURAL_TRAILING_EXIT,55.0
2025-10-21,13:56:00,13:58:00,LONG,FLOOR_S3,25233.5,25228.25,25220.75,STRUCTURAL_TRAILING_EXIT,-15.0
2025-10-22,13:35:00,13:56:00,LONG,PW_VAH,25185.25,25184.5,25268.5,STRUCTURAL_TRAILING_EXIT,168.0
2025-10-22,13:56:00,13:57:00,LONG,RTH_VWAP,25257.9756,25268.5,25259.25,STRUCTURAL_TRAILING_EXIT,-18.5
2025-10-22,14:03:00,14:10:00,LONG,RTH_VWAP,25257.9756,25253.5,25254.0,STRUCTURAL_TRAILING_EXIT,1.0
2025-10-23,13:43:00,13:58:00,LONG,PD_LOW,25053,25063.75,25155.0,STRUCTURAL_TRAILING_EXIT,182.5
2025-10-23,13:58:00,14:01:00,LONG,PD_POC,25164,25155.0,25140.5,STRUCTURAL_TRAILING_EXIT,-29.0
2025-10-23,14:05:00,14:08:00,LONG,PD_POC,25164,25156.75,25127.25,STRUCTURAL_TRAILING_EXIT,-59.0
2025-10-24,12:31:00,12:37:00,SHORT,PD_CLOSE,25496.5,25505.5,25497.75,STRUCTURAL_TRAILING_EXIT,15.5
2025-10-24,13:36:00,13:37:00,SHORT,PD_CLOSE,25496.5,25503.25,25519.5,STRUCTURAL_TRAILING_EXIT,-32.5
2025-10-24,13:49:00,13:51:00,LONG,WEEKLY_VWAP,25476.521,25487.25,25470.75,STRUCTURAL_TRAILING_EXIT,-33.0
2025-10-27,13:35:00,13:36:00,LONG,PD_HIGH,25815,25823.25,25808.5,STRUCTURAL_TRAILING_EXIT,-29.5
2025-10-27,13:36:00,13:42:00,LONG,PD_HIGH,25815,25808.5,25813.75,STRUCTURAL_TRAILING_EXIT,10.5
2025-10-27,13:51:00,14:01:00,LONG,PD_HIGH,25815,25820.25,25844.0,STRUCTURAL_TRAILING_EXIT,47.5
2025-10-28,13:36:00,13:48:00,LONG,WR1,26032.25,26045.25,26056.5,STRUCTURAL_TRAILING_EXIT,22.5
2025-10-28,13:49:00,14:03:00,LONG,WR1,26032.25,26041.0,26058.0,STRUCTURAL_TRAILING_EXIT,34.0
2025-10-28,14:32:00,14:33:00,LONG,WR1,26032.25,26034.75,26025.25,STRUCTURAL_TRAILING_EXIT,-19.0
2025-10-29,13:38:00,13:41:00,LONG,PD_LOW,26267.25,26257.75,26268.0,STRUCTURAL_TRAILING_EXIT,20.5
2025-10-29,14:04:00,14:05:00,LONG,WR2,26304.75,26303.75,26287.75,STRUCTURAL_TRAILING_EXIT,-32.0
2025-10-29,14:05:00,14:18:00,LONG,FLOOR_S1,26299.5,26287.75,26284.25,STRUCTURAL_TRAILING_EXIT,-7.0
2025-10-30,13:35:00,13:36:00,LONG,WR1,26032.25,26043.75,26024.0,STRUCTURAL_TRAILING_EXIT,-39.5
2025-10-30,14:09:00,14:10:00,LONG,FLOOR_S3,26094.5,26100.75,26092.5,STRUCTURAL_TRAILING_EXIT,-16.5
2025-10-30,14:10:00,14:11:00,LONG,FLOOR_S3,26094.5,26092.5,26072.75,STRUCTURAL_TRAILING_EXIT,-39.5
2025-10-31,13:40:00,13:42:00,LONG,PD_LOW,26137,26145.0,26130.0,STRUCTURAL_TRAILING_EXIT,-30.0
2025-10-31,13:42:00,13:43:00,LONG,PD_LOW,26137,26130.0,26121.75,STRUCTURAL_TRAILING_EXIT,-16.5
2025-10-31,13:43:00,13:44:00,LONG,CAM_S1,26109.5,26121.75,26117.25,STRUCTURAL_TRAILING_EXIT,-9.0
2025-11-03,14:02:00,14:07:00,LONG,CAM_S3,26201.5,26207.75,26220.5,STRUCTURAL_TRAILING_EXIT,25.5
2025-11-03,14:35:00,14:36:00,LONG,CAM_S2,26229.25,26234.75,26209.25,STRUCTURAL_TRAILING_EXIT,-51.0
2025-11-03,14:38:00,14:39:00,LONG,CAM_S3,26201.5,26189.75,26182.25,STRUCTURAL_TRAILING_EXIT,-15.0
2025-11-04,14:46:00,14:48:00,LONG,PM_VAH,25770.75,25762.75,25740.5,STRUCTURAL_TRAILING_EXIT,-44.5
2025-11-04,15:09:00,15:18:00,LONG,MPP,25832.25,25843.0,25847.75,STRUCTURAL_TRAILING_EXIT,9.5
2025-11-04,15:33:00,15:37:00,LONG,MPP,25832.25,25846.75,25850.25,STRUCTURAL_TRAILING_EXIT,7.0
2025-11-05,14:48:00,14:49:00,SHORT,FLOOR_S2,25587.25,25600.25,25612.75,STRUCTURAL_TRAILING_EXIT,-25.0
2025-11-06,14:52:00,14:55:00,LONG,FLOOR_S2,25582,25569.5,25554.5,STRUCTURAL_TRAILING_EXIT,-30.0
2025-11-06,15:05:00,15:09:00,LONG,FLOOR_S3,25409.5,25416.25,25439.0,STRUCTURAL_TRAILING_EXIT,45.5
2025-11-07,15:07:00,15:18:00,LONG,FLOOR_S3,24898.25,24894.25,25014.0,STRUCTURAL_TRAILING_EXIT,239.5
2025-11-07,15:39:00,15:40:00,LONG,FLOOR_S3,24898.25,24911.5,24891.75,STRUCTURAL_TRAILING_EXIT,-39.5
2025-11-07,15:40:00,15:42:00,LONG,FLOOR_S3,24898.25,24891.75,24882.25,STRUCTURAL_TRAILING_EXIT,-19.0
2025-11-10,14:35:00,14:48:00,LONG,FLOOR_R1,25579.75,25570.5,25630.5,STRUCTURAL_TRAILING_EXIT,120.0
2025-11-10,15:02:00,15:05:00,SHORT,WPP,25638.5,25636.5,25640.25,STRUCTURAL_TRAILING_EXIT,-7.5
2025-11-10,15:15:00,15:19:00,LONG,WPP,25638.5,25624.5,25631.0,STRUCTURAL_TRAILING_EXIT,13.0
2025-11-11,14:35:00,14:38:00,LONG,FLOOR_S2,25612.5,25617.25,25612.25,STRUCTURAL_TRAILING_EXIT,-10.0
2025-11-11,14:41:00,14:43:00,LONG,FLOOR_S2,25612.5,25611.25,25593.5,STRUCTURAL_TRAILING_EXIT,-35.5
2025-11-11,15:01:00,15:04:00,LONG,FLOOR_S2,25612.5,25613.5,25605.25,STRUCTURAL_TRAILING_EXIT,-16.5
2025-11-12,14:31:00,14:32:00,LONG,PW_MID,25745.375,25735.25,25702.5,STRUCTURAL_TRAILING_EXIT,-65.5
2025-11-12,14:41:00,14:42:00,LONG,5D_OR_MID,25651.375,25663.0,25659.0,STRUCTURAL_TRAILING_EXIT,-8.0
2025-11-12,14:42:00,14:45:00,LONG,FLOOR_S2,25647.75,25659.0,25645.0,STRUCTURAL_TRAILING_EXIT,-28.0
2025-11-13,15:46:00,15:47:00,LONG,PM_POC,25270,25261.0,25254.75,STRUCTURAL_TRAILING_EXIT,-12.5
2025-11-13,18:26:00,18:29:00,LONG,MS1,25078,25072.75,25064.5,STRUCTURAL_TRAILING_EXIT,-16.5
2025-11-13,18:30:00,18:45:00,SHORT,MS1,25078,25074.0,25061.25,STRUCTURAL_TRAILING_EXIT,25.5
2025-11-14,14:50:00,14:51:00,LONG,ONL,24910,24895.0,24867.75,STRUCTURAL_TRAILING_EXIT,-54.5
2025-11-14,14:51:00,15:01:00,LONG,PM_VAL,24878,24867.75,24930.5,STRUCTURAL_TRAILING_EXIT,125.5
2025-11-14,15:01:00,15:02:00,LONG,OR5_MID,24944.25,24930.5,24920.25,STRUCTURAL_TRAILING_EXIT,-20.5
2025-11-17,14:39:00,14:57:00,LONG,CAM_S3,25163.25,25156.25,25226.5,STRUCTURAL_TRAILING_EXIT,140.5
2025-11-17,14:58:00,15:03:00,LONG,PD_POC,25211,25203.0,25174.25,STRUCTURAL_TRAILING_EXIT,-57.5
2025-11-17,15:09:00,15:18:00,LONG,PD_IB_MID,25087.5,25083.75,25096.5,STRUCTURAL_TRAILING_EXIT,25.5
2025-11-18,14:26:00,14:32:00,LONG,FLOOR_S2,24697,24711.25,24670.25,STRUCTURAL_TRAILING_EXIT,-82.0
2025-11-18,14:50:00,14:52:00,LONG,PM_LOW,24625,24623.0,24591.75,STRUCTURAL_TRAILING_EXIT,-62.5
